n_days,date,stock_reward_rate,index_reward_rate
0,2020-12-15,0.0,0.0
1,2020-12-16,-0.010372081473571148,-7.424500256887708e-05
2,2020-12-17,0.007073186629093322,0.011178327586770096
3,2020-12-18,0.0027709889953392254,0.008217436884323338
4,2020-12-21,0.021988604380606274,0.01584091374809566
5,2020-12-22,0.004138733876500157,-0.003103441107379008
6,2020-12-23,0.028675224832276233,0.004481428355057464
7,2020-12-24,0.014798945463513681,-0.001223557642335062
8,2020-12-25,0.01630802427860465,0.008710423701380638
9,2020-12-28,0.00084172799558839,0.008927219108881765
10,2020-12-29,-0.015397570992440612,0.0035073339213537373
11,2020-12-30,-0.00828055101097514,0.014023396085209446
12,2020-12-31,0.015333195594962731,0.03143236428755985
13,2021-01-04,0.04791144589142931,0.04030909679469476
14,2021-01-05,0.07000338966101383,0.04794742265898077
15,2021-01-06,0.08582311437113839,0.05454037888709714
16,2021-01-07,0.0786970315641794,0.06205991274727292
17,2021-01-08,0.09491595938039024,0.060251304484695165
