n_days,date,stock_reward_rate,index_reward_rate
0,2021-06-15,0.0,0.0
1,2021-06-16,-0.025646884820956225,-0.010749150864880676
2,2021-06-17,-0.007893726981357438,-0.008705040825966674
3,2021-06-18,0.009936600380885289,-0.008845626110623759
4,2021-06-21,0.02346659316076788,-0.007698450187821971
5,2021-06-22,0.03804409340375928,0.00023899498391701787
6,2021-06-23,0.02970188128782835,0.002716107699574829
7,2021-06-24,0.02060274783886603,0.0028370110443800035
8,2021-06-25,0.03809719682977927,0.014339699035022605
9,2021-06-28,0.036478629350864704,0.01400510605753873
10,2021-06-29,0.028947472132926602,0.004673054862001454
11,2021-06-30,0.03870841692072288,0.00973974852104277
12,2021-07-01,0.023188626937947248,0.009059315743302588
13,2021-07-02,-0.011139948095855742,-0.010628247520075502
14,2021-07-05,-0.009658636590784165,-0.006253233461547052
15,2021-07-06,-0.008019508259145255,-0.007394785972962561
16,2021-07-07,0.013504695906435155,-0.0007985244168522801
17,2021-07-08,0.021763030569357876,-0.008733157882898065
18,2021-07-09,0.01293375927045258,-0.009129608385631004
