valid_date,end_date,best_rate,max_index_rate
2024-12-13,2024-12-20,0.0018820316972957244,0.0
2024-06-14,2024-07-12,0.10692474886809623,0.0
2023-12-08,2024-01-05,0.05251436106143592,0.01140909764409546
2023-06-09,2023-07-10,0.00910010111223458,0.012972665183310096
2022-12-09,2023-01-06,0.041991416309012895,0.0
2022-06-10,2022-07-08,0.11053511161634198,0.03786497322540287
2021-12-13,2022-01-07,0.03333353468773523,0.0
2021-06-15,2021-07-09,0.07195258973349837,0.014339699035022605
2020-12-14,2021-01-08,0.09764317235983733,0.06146412119485205
